NOMBRE,REGIONAL,CIUDAD,DEPARTAMENTO,DIRECCION
SINCE,COSTA,SINCE,SUCRE,CARRERA 11 # 9-04 PLAZA PRINCIPAL EDIFICIO CAJA AGRARIA
SINCELEJO,COSTA,SINCELEJO,SUCRE,CALLE 23 # 19-40 CENTRO
SAN CRISTOBAL,ANTIOQUIA,SAN CRISTOBAL,ANTIOQUIA,CALLE 63 # 129A-80 CENTRO COMERCIAL SAN CRISTOBAL PLAZA
SAN JERONIMO,ANTIOQUIA,SAN JERONIMO,ANTIOQUIA,CALLE 24 # 12A-31
SAN PABLO,OCCIDENTE,SAN PABLO,NARIÑO,CARRERA 3 # 5-14 PRQUE BOLÍVAR
SOATA,ORIENTAL,SOATA,BOYACA,CARRERA 4 # 9-56
SOCHA,ORIENTAL,SOCHA,BOYACA,CARRERA 10 # 3-57 PARQUE PRINCIPAL
SOCORRO,SANTANDERES,SOCORRO,SANTANDER,CARRERA 14 # 15-16
SOGAMOSO,ORIENTAL,SOGAMOSO,BOYACA,CARRERA 11 # 12-99
SOPETRAN,ANTIOQUIA,SOPETRAN,ANTIOQUIA,CALLE 10A # 8-04/06
SOPO,BOGOTA,SOPO,CUNDINAMARCA,CALLE 2 # 2-05/09 PARQUE PRINCIPAL
SANTA MARTA,COSTA,SANTA MARTA,MAGDALENA,CALLE 15 # 3-07
SANTA ROSA DE VITERBO,ORIENTAL,SANTA ROSA DE VITERBO,BOYACA,CALLE 3 # 4-22    CALLE 9 # 4-42 PLAZA PRINCIPAL
SANTA ROSA DE CABAL,CAFETERA,SANTA ROSA DE CABAL,RISARALDA,CARRERA 15 # 13-35
SANTA ROSA DEL SUR,SANTANDERES,SANTA ROSA DEL SUR,BOLIVAR,CALLE 11  # 12A-12/15
SUTAMARCHAN,ORIENTAL,SUTAMARCHAN,BOYACA,CARRERA 3 # 4-34/46
TADO,ANTIOQUIA,TADO,CHOCO,CARRERA 16 # 6-22
TAME I,BOGOTA,TAME,ARAUCA,CARRERA 15 # 15-52/64
TARAZA,ANTIOQUIA,TARAZA,ANTIOQUIA,CALLE 30 CARRERA 29-05 ESQUINA
TAURAMENA,ORIENTAL,TAURAMENA,CASANARE,CARRERA 14 # 5-34 CARRERA 9A # 1A-39
TENZA,ORIENTAL,TENZA,BOYACA,CALLE 5 #  9 - 27/29
TIBU I,SANTANDERES,TIBU,NORTE DE SANTANDER,CALLE 5 # 5-11 BARRIO MIRAFLORES
TIERRALTA,ANTIOQUIA,TIERRALTA,CORDOBA,CALLE 3 # 14-72 PARQUE PRINCIPAL
TIMANA,SUR,TIMANA,HUILA,CARRERA 4 # 9-42 EDIFICIO DEL CAFÉ
TIMBIO,OCCIDENTE,TIMBIO,CAUCA,CALLE 18 # 21-00 LOCAL 4 BARRIO SAN JUDAS
TITIRIBI,ANTIOQUIA,TITIRIBI,ANTIOQUIA,CARRERA 21 # 19-68 CARRERA SANTANDER.
TOCA,ORIENTAL,TOCA,BOYACA,CALLE 4 # 7 - 39
TOLEDO,SANTANDERES,TOLEDO,NORTE DE SANTANDER,CARRERA 5 # 12-80 CALLE REAL
TOLU,COSTA,TOLU,SUCRE,CALLE 16 # 3-53
TORO,CAFETERA,TORO,VALLE DEL CAUCA,CARRERA 4 # 10-30
TRINIDAD,ORIENTAL,TRINIDAD,CASANARE,CARRERA 4 # 5-10  ESQUINA PARQUE PRINCIPAL
TRUJILLO,OCCIDENTE,TRUJILLO,VALLE DEL CAUCA,CARRERA 19 # 20-71/73
TULUA,OCCIDENTE,TULUA,VALLE DEL CAUCA,CARRERA 24 # 27 - 30
TUMACO,OCCIDENTE,TUMACO,NARIÑO,CALLE 14 # 9-20 CALLE SUCRE
TUNJA I,ORIENTAL,TUNJA,BOYACA,CALLE 18 # 11-31 PISO 3
TURBO,ANTIOQUIA,TURBO,ANTIOQUIA,CARRERA 14 # 100-19
UBATE,BOGOTA,UBATE,CUNDINAMARCA,CALLE 6 # 5-04
UNE,BOGOTA,UNE,CUNDINAMARCA,CARRERA 3 # 2-15
VALLEDUPAR I,COSTA,VALLEDUPAR,CESAR,CALLE 16  #  7-74/80
VELEZ,ORIENTAL,VELEZ,SANTANDER,CARRERA 4 # 10-53
VICTORIA,CAFETERA,VICTORIA,CALDAS,CARRERA 6 # 9 - 28    9-29
VILLAHERMOSA,SUR,VILLAHERMOSA,TOLIMA,CARRERA 5 # 8-12
VILLAGARZON I,SUR,VILLAGARZON,PUTUMAYO,CARRERA 6 # 6-64
VILLANUEVA,ORIENTAL,VILLANUEVA,CASANARE,CALLE 11 # 8-31/39 CENTRO AVENIDA PRINCIPAL/ HOTEL PANAMERICANO
VILLAPINZON,ORIENTAL,VILLAPINZON,CUNDINAMARCA,CALLE 4 # 4-16
VILLAVICENCIO I,BOGOTA,VILLAVICENCIO,META,CARRERA 32 # 39 - 43
VITERBO,CAFETERA,VITERBO,CALDAS,CALLE 9 # 7-34   CALLE 8 # 6-46
VILLA DE LEYVA,ORIENTAL,VILLA DE LEYVA,BOYACA,CALLE 12 # 9-45
YAGUARA,SUR,YAGUARA,HUILA,CALLE 4 # 3-70
YARUMAL,ANTIOQUIA,YARUMAL,ANTIOQUIA,CARRERA 20 # 20-43
YOPAL,ORIENTAL,YOPAL,CASANARE,CARRERA 22 NOP 8-64
ZAPATOCA,SANTANDERES,ZAPATOCA,SANTANDER,CALLE 21 # 9-20/26/38
ZARZAL,CAFETERA,ZARZAL,VALLE DEL CAUCA,CALLE 9 # 8 - 53
ZIPAQUIRA,BOGOTA,ZIPAQUIRA,CUNDINAMARCA,CARRERA 8 # 6- 29/35/41/47/51 LOCALES 4 Y 5
ZULIA,SANTANDERES,ZULIA,NORTE DE SANTANDER,AVENIDA 1 # 6-21 SANTA TERESITA
ALBAN,OCCIDENTE,ALBAN,NARIÑO,CARRERA 3 # 4-20 CENTRO
ARANZAZU,CAFETERA,ARANZAZU,CALDAS,CARRERA 6 # 6 - 27
ARATOCA,SANTANDERES,ARATOCA,SANTANDER,CARRERA 4 # 4-56
ATACO,SUR,ATACO,TOLIMA,CARRERA 5 # 8-07
AYAPEL,ANTIOQUIA,AYAPEL,CORDOBA,CALLE 8 A #1 - 48 CENTRO COMERCIAL BULEVAR - AYAPEL - CÓRDOBA
BALBOA,OCCIDENTE,BALBOA,CAUCA,CALLE 5 # 2-32
BELEN DE LOS ANDAQUIES,SUR,BELEN DE LOS ANDAQUIES,CAQUETA,CARRERA 4 # 4-42
BOLIVAR,CAFETERA,BOLIVAR,VALLE DEL CAUCA,CALLE 5 # 3 -61
BUESACO,OCCIDENTE,BUESACO,NARIÑO,CARRERA 3 # 8–56 CENTRO - PARQUE PRINCIPAL
CARMEN DE CHUCURI,SANTANDERES,EL CARMEN DE CHUCURI,SANTANDER,CALLE 5 # 3-06
CARMEN DE APICALA,SUR,CARMEN DE APICALA,TOLIMA,CALLE 4 A # 5-06 ESQUINA
EL CARMEN DE ATRATO,ANTIOQUIA,EL CARMEN DE ATRATO,CHOCO,CARRERA 5 # 5-15 PARQUE PRINCIPAL.
CAJAMARCA,SUR,CAJAMARCA,TOLIMA,CARRERA 8 # 6-56 PARQUE PRINCIPAL
CAJIBIO,OCCIDENTE,CAJIBIO,CAUCA,PARQUE PRINCIPAL
CHIMICHAGUA,COSTA,CHIMICHAGUA,CESAR,CALLE 5 # 4-02/ 06
CHINACOTA,SANTANDERES,CHINACOTA,NORTE DE SANTANDER,CALLE 3 # 3-56 ESQUINA
CHIRIGUANA II,COSTA,CHIRIGUANA,CESAR,CALLE 8 # 2-157
CHOACHI,BOGOTA,CHOACHI,CUNDINAMARCA,CARRERA 3 # 4-08
CIENAGA,COSTA,CIENAGA,MAGDALENA,CARRERA # 11-01
COCORNA,ANTIOQUIA,COCORNA,ANTIOQUIA,CALLE 21 # 22-34
CONDOTO,ANTIOQUIA,CONDOTO,CHOCO,CARRERA 3 # 6-7 BARRIO EL COMERCIO
COYAIMA,SUR,COYAIMA,TOLIMA,CARRERA 3 # 2-36 BARRIO CENTRO
CUCUTA II,SANTANDERES,CUCUTA,NORTE DE SANTANDER,CALLE 10 # 5-50 EDIFICIO AGROBANCARIO
CUMBAL,OCCIDENTE,CUMBAL,NARIÑO,CALLE 18 # 5-99
CUNDAY,SUR,CUNDAY,TOLIMA,CALLE 6 # 4-50
CURITI,SANTANDERES,CURITI,SANTANDER,CARRERA 8 # 8-58
DABEIBA,ANTIOQUIA,DABEIBA,ANTIOQUIA,CARRERA 10 # 8 - 27 - CARRERA URIBE - URIBE
EL PAUJIL,SUR,EL PAUJIL,CAQUETA,CALLE 5N # 5-35 BARRIO CENTRO
FLORIDA,OCCIDENTE,FLORIDA,VALLE DEL CAUCA,CALLE 9 # 20-01
FLORIDABLANCA,SANTANDERES,FLORIDABLANCA,SANTANDER,CARRERA 8 # 5-02
GARZON,SUR,GARZON,HUILA,CALLE 7 # 9-55  /57
GIGANTE,SUR,GIGANTE,HUILA,CARRERA 4 CALLE 4 ESQUINA
JENESANO,ORIENTAL,JENESANO,BOYACA,CARRERA 2 # 7-26 AVENIDA LOS LIBERTADORES
LA CRUZ,OCCIDENTE,LA CRUZ,NARIÑO,CALLE 8 # 10-70/78
LA GLORIA,COSTA,LA GLORIA,CESAR,CARRERA 6 # 1-31
LA MERCED,CAFETERA,LA MERCED,CALDAS,CALLE 14 # 4-61
LA TEBAIDA,CAFETERA,LA TEBAIDA,QUINDIO,CALLE 12 # 5-71
LA UNION,OCCIDENTE,LA UNION,NARIÑO,CALLE 18 # 1-28
LA VEGA,OCCIDENTE,LA VEGA,CAUCA,CALLE 2 # 8-05
LA MESA,BOGOTA,LA MESA,CUNDINAMARCA,CALLE 8 # 18 - 17
LEJANIAS,BOGOTA,LEJANIAS,META,CARRERA 14 # 7-02 BARRIO CENTRO
MERCADERES,OCCIDENTE,MERCADERES,CAUCA,CALLE 4 # 3-47
MESETAS,BOGOTA,MESETAS,META,CARRERA 7 #8-74
MIRANDA,OCCIDENTE,MIRANDA,CAUCA,CARRERA 6 # 7-22
MOGOTES,SANTANDERES,MOGOTES,SANTANDER,CALLE 5 # 7-61
MARQUETALIA,CAFETERA,MARQUETALIA,CALDAS,CALLE 3 # 1A-53
MUZO,ORIENTAL,MUZO,BOYACA,CALLE 3 # 6-33
NECHI,ANTIOQUIA,NECHI,ANTIOQUIA,CALLE 30 # 30-40 BARRIO LA MISERICORDIA
ORITO II,SUR,ORITO,PUTUMAYO,BARRIO MARCO FIDEL SUAREZ CALLE 8
OROCUE,BOGOTA,OROCUE,CASANARE,CALLE 2 # 8-58
ORTEGA,SUR,ORTEGA,TOLIMA,CALLE 6 # 5-22
OTANCHE,ORIENTAL,OTANCHE,BOYACA,CALLE 3 # 6-07
OVEJAS,COSTA,OVEJAS,SUCRE,CARRERA  16  # 20-26
PUERTO BOYACA,ANTIOQUIA,PUERTO BOYACA,BOYACA,CALLE 11 # 3 A 24
PAUNA,ORIENTAL,PAUNA,BOYACA,CALLE 5 # 5-05/45 BARRIO CENTRAL
PESCA,ORIENTAL,PESCA,BOYACA,CARRERA 4 # 4-13
PRADERA,OCCIDENTE,PRADERA,VALLE DEL CAUCA,CALLE 7 # 10-63
PROVIDENCIA,COSTA,PROVIDENCIA,SAN ANDRES Y PROVIDENCIA,EDIFICIO AURY - PRIMER PISO -   SANTA ISABEL
PUERTO GAITAN II,BOGOTA,PUERTO GAITAN,META,CALLE 8 # 15-07
PUERTO LLERAS,BOGOTA,PUERTO LLERAS,META,CARRERA 4 # 7-65 BARRIO CENTRO
PUEBLO NUEVO,ANTIOQUIA,PUEBLO NUEVO,CORDOBA,CARRERA 9 # 11-75 BARRIO LAS FLORES - LOCAL 01
RIVERA,SUR,RIVERA,HUILA,CARRERA 7 # 3-57 / 3-59
SAN ANTERO,ANTIOQUIA,SAN ANTERO,CORDOBA,CARRERA 14 # 13-97
SAN PELAYO,ANTIOQUIA,SAN PELAYO,CORDOBA,CARRERA 6 # 7-03 ESQUINA
SAN PEDRO,COSTA,SAN PEDRO,SUCRE,CALLE 13 # 8-16 BARRIO LOS COCOS
SAN ROQUE,ANTIOQUIA,SAN ROQUE,ANTIOQUIA,CARRERA 20 # 20-47/51 PALACIO MUNICIPAL
SIMIJACA,BOGOTA,SIMIJACA,CUNDINAMARCA,CALLE 8 # 7-25
SIMITI,SANTANDERES,SIMITI,BOLIVAR,CARRERA 25 # 28-03
SOCOTA,ORIENTAL,SOCOTA,BOYACA,CARRERA 3 # 3-17
SONSON,ANTIOQUIA,SONSON,ANTIOQUIA,CARRERA 8A # 6-77
SUAREZ,OCCIDENTE,SUAREZ,CAUCA,CARRERA 5 # 6-25
SUAZA,SUR,SUAZA,HUILA,CARRERA 4 # 5-39
SUCRE,COSTA,SUCRE,SUCRE,CALLE 9 # 2-04
TIBU II,SANTANDERES,TIBU,NORTE DE SANTANDER,CALLE 5 # 5-11 BARRIO MIRAFLORES
TUNJA II,ORIENTAL,TUNJA,BOYACA,CALLE 18 # 11-31 PISO 3
TUTA,ORIENTAL,TUTA,BOYACA,CARRERA 6 # 5-06  PARQUE PRINCIPAL
VALENCIA,ANTIOQUIA,VALENCIA,CORDOBA,CARRERA 12 # 15-75
VALLEDUPAR II,COSTA,VALLEDUPAR,CESAR,CALLE 16  #  7-74/80
VEGACHI,ANTIOQUIA,VEGACHI,ANTIOQUIA,CARRERA 49 #50A-14/34
AIPE,SUR,AIPE,HUILA,CALLE 5 CARRERA 4-12 ESQUINA
APULO,BOGOTA,APULO,CUNDINAMARCA,CARRERA 4 # 11-65 AVENIDA COLOMBIA BARRIO CENTRO
ARJONA,COSTA,ARJONA,BOLIVAR,CARRERA 41 # 44-89 CALLE DEL COCO
BUENOS AIRES,OCCIDENTE,BUENOS AIRES,CAUCA,CARRERA  1 CON CALLE 6
CAÑASGORDAS,ANTIOQUIA,CAÑASGORDAS,ANTIOQUIA,CARRERA 31 # 30-49 PRIMER PISO - PARQUE PRINCIPAL
CISNEROS,ANTIOQUIA,CISNEROS,ANTIOQUIA,CALLE 20 # 20-05
EBEJICO,ANTIOQUIA,EBEJICO,ANTIOQUIA,CALLE 20 # 20-11/29/CARRERA 20 # 20-11
FUNZA,BOGOTA,FUNZA,CUNDINAMARCA,CALLE 13 # 13-75
GIRARDOTA,ANTIOQUIA,GIRARDOTA,ANTIOQUIA,CALLE 6 # 14-26
GUADUAS,BOGOTA,GUADUAS,CUNDINAMARCA,CALLE 4 # 4A-16
GUATICA,CAFETERA,GUATICA,RISARALDA,CARRERA 6 # 9-15/17
SAN JOSE DEL GUAVIARE II,BOGOTA,SAN JOSE DEL GUAVIARE,GUAVIARE,CARRERA 24 # 7-50
ICONONZO,SUR,ICONONZO,TOLIMA,CARRERA 6 # 7-01
IPIALES,OCCIDENTE,IPIALES,NARIÑO,CARRERA 6 # 10-21 /27
ITUANGO,ANTIOQUIA,ITUANGO,ANTIOQUIA,CARRERA SANTANDER CON CALLE BERRÍO EDIF. DEL CAFÉ
LA BELLEZA,ORIENTAL,LA BELLEZA,SANTANDER,CARRERA 3 CON CALLE 4 ESQUINA
LA PALMA,BOGOTA,LA PALMA,CUNDINAMARCA,CALLE 4 CON CARRERA 4 ESQUINA
LA VEGA,BOGOTA,LA VEGA,CUNDINAMARCA,CARRERA 2 # 18-148
LIBERTADOR,ANTIOQUIA,LIBERTADOR,CORDOBA,CARRERA 9 # 8-01/03/07  CALLE PRINCIPAL DEL COMERCIO
MACHETA,BOGOTA,MACHETA,CUNDINAMARCA,CARRERA 7 # 7-32
MARINILLA,ANTIOQUIA,MARINILLA,ANTIOQUIA,CARRERA 30 # 30-48 PARQUE PRINCIPAL
PAZ DE RIO,ORIENTAL,PAZ DE RIO,BOYACA,CARRERA 3 # 7-50 PARQUE PRINCIPAL.
PARATEBUENO,BOGOTA,PARATEBUENO,CUNDINAMARCA,CARRERA 9 # 2-38/58
PUPIALES,OCCIDENTE,PUPIALES,NARIÑO,CARRERA 2 # 4-22
SAN JUAN DE RIO SECO,BOGOTA,SAN JUAN DE RIO SECO,CUNDINAMARCA,CARRERA 6 # 4- 40/46
ROVIRA,SUR,ROVIRA,TOLIMA,CARRERA 2A  # 1-78 A 1-99 BARRIO CENTRO - BRISAS DE LUISA
SAN LUIS DE GACENO,ORIENTAL,SAN LUIS DE GACENO,BOYACA,CALLE 4 # 4-45
SAN LUIS,SUR,SAN LUIS,TOLIMA,CALLE 7 # 5-36/38
SAN MARCOS,COSTA,SAN MARCOS,SUCRE,CALLE 18 # 28-84 ESQUINA
UBALA,BOGOTA,UBALA,CUNDINAMARCA,CALLE 4 # 4-16
YACOPI,BOGOTA,YACOPI,CUNDINAMARCA,CARRERA 4 # 9-23 / 27 FRENTE AL PARQUE PRINCIPAL
VISTAHERMOSA,BOGOTA,VISTAHERMOSA,META,CALLE 9 #11-37
SAN JOSE DE ISNOS,SUR,SAN JOSE DE ISNOS,HUILA,CARRERA 3 # 3-67
PITAL,SUR,PITAL,HUILA,CALLE 8 # 6-29
PAZ DE ARIPORO II,ORIENTAL,PAZ DE ARIPORO,CASANARE,CARRERA 8 # 10-10
CANALETE,ANTIOQUIA,CANALETE,CORDOBA,DIAGONAL AL PARQUE
VENTAQUEMADA,ORIENTAL,VENTAQUEMADA,BOYACA,CALLE 5 # 8 - 79
PAILITAS,COSTA,PAILITAS,CESAR,CARRERA 6 # 5– 86
TERUEL,SUR,TERUEL,HUILA,CARRERA 3 # 5-76
SAN LORENZO,OCCIDENTE,SAN LORENZO,NARIÑO,CARRERA 3 CON CALLE 3 BARRIO CENTRO
GUADALUPE,SUR,GUADALUPE,HUILA,CARRERA 6 # 4-24
SAN CARLOS DE GUAROA,BOGOTA,SAN CARLOS DE GUAROA,META,CARRERA 12 # 4-53 PARQUE PRINCIPAL
AGUA DE DIOS,BOGOTA,AGUA DE DIOS,CUNDINAMARCA,CARRERA 9 #14-02/08
TESALIA,SUR,TESALIA,HUILA,CARRERA 9 # 5-16/18
LA ARGENTINA,SUR,LA ARGENTINA,HUILA,CARRERA 5 # 5-60 BARRIO CENTRO
TARQUI,SUR,TARQUI,HUILA,CARRERA 4 # 9-24
PASTO II,OCCIDENTE,PASTO,NARIÑO,CALLE 18 # 21A-20 LOCAL 6 COMPLEJO BANCARIO
PAJARITO,ORIENTAL,PAJARITO,BOYACA,CARRERA 3 # 3-00 - CARRERA 2 # 4-71
ANOLAIMA,BOGOTA,ANOLAIMA,CUNDINAMARCA,CARRERA 4 # 4-02
SAN LUIS,ANTIOQUIA,SAN LUIS,ANTIOQUIA,CARRERA REAL # 20-07
CONSACA,OCCIDENTE,CONSACA,NARIÑO,CARRERA 6 CALLE 2 ESQUINA PLAZA PRINCIPAL
ANZOATEGUI,SUR,ANZOATEGUI,TOLIMA,CARRERA 3 # 11-46
GALERAS,COSTA,GALERAS,SUCRE,CARRERA  5  # 4-61
MOÑITOS,ANTIOQUIA,MOÑITOS,CORDOBA,CARRERA 4 # 4-29 CALLE PRINCIPAL
VIOTA,BOGOTA,VIOTA,CUNDINAMARCA,CALLE 20 # 10-33
CACHIPAY,BOGOTA,CACHIPAY,CUNDINAMARCA,CALLE 4 # 5-34/40
PAICOL,SUR,PAICOL,HUILA,CALLE 4 # 6-52/56      CALLE 6 # 6-52
ABREGO,SANTANDERES,ABREGO,NORTE DE SANTANDER,CALLE 14 # 5-60
PRADO,SUR,PRADO,TOLIMA,CARRERA 6 #10-17
SANTAFE DE ANTIOQUIA,ANTIOQUIA,SANTAFE DE ANTIOQUIA,ANTIOQUIA,CALLE 10 # 10-80
ZARAGOZA,ANTIOQUIA,ZARAGOZA,ANTIOQUIA,CALLE 40A # 40-32 PARQUE PRINCIPAL
PALOCABILDO,SUR,PALOCABILDO,TOLIMA,CARRERA 8 # 4 -03
HATO COROZAL,ORIENTAL,HATO COROZAL,CASANARE,CALLE 12 # 8-13
SAN ANDRES DE SOTAVENTO,ANTIOQUIA,SAN ANDRES DE SOTAVENTO,CORDOBA,CALLE 8 B # 7 B -59 CENTRO
VENADILLO,SUR,VENADILLO,TOLIMA,CARRERA 4 # 3 - 92
PUERTO LEGUIZAMO,SUR,PUERTO LEGUIZAMO,PUTUMAYO,CALLE 6 # 2-106 BARRIO EL CENTRO
YONDO,SANTANDERES,YONDO,ANTIOQUIA,CARRERA 55 # 46B-44 ANTONIO ROLDAN B.
PUERTO ASIS II,SUR,PUERTO ASIS,PUTUMAYO,CALLE 11 #19-33
MONTERIA II,ANTIOQUIA,MONTERIA,CORDOBA,CARRERA 3 # 29-21
LA JAGUA DE IBIRICO II,COSTA,LA JAGUA DE IBIRICO,CESAR,DIAGONAL 112-64
MORALES,SANTANDERES,MORALES,BOLIVAR,PARQUE PRINCIPAL - CALLE CENTRAL MORALES
LA PINTADA,ANTIOQUIA,LA PINTADA,ANTIOQUIA,CALLE 30A # 30 - 84 SECTOR EL CRUCERO
DAGUA,OCCIDENTE,DAGUA,VALLE DEL CAUCA,CALLE 10 # 9-41/45
HOBO,SUR,HOBO,HUILA,CARRERA 8 # 5-36
SAN BERNARDO,BOGOTA,SAN BERNARDO,CUNDINAMARCA,CARRERA 4 # 6-02 PALACIO MUNICIPAL PRIMER PISO
SAN JACINTO,COSTA,SAN JACINTO,BOLIVAR,CARRERA 41 # 20-35
PELAYA,COSTA,PELAYA,CESAR,CARRERA 8 # 9-67
VALPARAISO,ANTIOQUIA,VALPARAISO,ANTIOQUIA,CALLE 10 # 9-43
REPELON,COSTA,REPELON,ATLANTICO,CALLE 8 # 8-04
YACUANQUER,OCCIDENTE,YACUANQUER,NARIÑO,CARRERA 2 # 9 - 37 BARRIO LAS MERCEDES
LEBRIJA,SANTANDERES,LEBRIJA,SANTANDER,CARRERA 7 # 11 - 47
BELALCAZAR,CAFETERA,BELALCAZAR,CALDAS,CARRERA 5 # 14 - 24
CACHIRA,SANTANDERES,CACHIRA,NORTE DE SANTANDER,CARRERA 7 # 5-29 PARQUE PRINCIPAL
SALAMINA,CAFETERA,SALAMINA,CALDAS,CARRERA 7 # 4-73
FALAN,SUR,FALAN,TOLIMA,CALLE 6 # 3-60
SAN DIEGO,COSTA,SAN DIEGO,CESAR,CALLE 3  # 9-35
CALAMAR,COSTA,CALAMAR,BOLIVAR,CARRERA 2 # 20-07/70
UTICA,BOGOTA,UTICA,CUNDINAMARCA,CARRERA 4 # 2-54 PLAZA PRINCIPAL ESQUINA
VILLARICA,SUR,VILLARICA,TOLIMA,CALLE 4 # 3-25 PALACIO MUNICIPAL
SANTA MARIA,SUR,SANTA MARIA,HUILA,CARRERA 4 # 10-12
ALVARADO,SUR,ALVARADO,TOLIMA,CALLE 3 # 3-18/22/24 BARRIO CENTRO
PIEDECUESTA,SANTANDERES,PIEDECUESTA,SANTANDER,CALLE 9 # 6-37/39 PIEDECUESTA
CAPITANEJO,SANTANDERES,CAPITANEJO,SANTANDER,CARRERA 4 # 5-39/43
SAN ANDRES DE CUERQUIA,ANTIOQUIA,SAN ANDRES DE CUERQUIA,ANTIOQUIA,CALLE 30 # 29–41 PARQUE PRINCIPAL
GUAMAL,COSTA,GUAMAL,MAGDALENA,CALLE 3  # 4-43
ALBANIA,SUR,ALBANIA,CAQUETA,CARRERA 4 # 5 -56 PARQUE PRINCIPAL - CENTRO
SALAZAR,SANTANDERES,SALAZAR,NORTE DE SANTANDER,CALLE 3 # 3-59
TAMALAMEQUE,COSTA,TAMALAMEQUE,CESAR,CARRERA 5 # 4 - 57 ESQUINA
VILLAVICENCIO II,BOGOTA,VILLAVICENCIO,META,CARRERA 32 # 39-43
SANTA ANA,COSTA,SANTA ANA,MAGDALENA,CARRERA 7 CALLE 2
SAN ANDRES ISLA,COSTA,SAN ANDRES ISLA,SAN ANDRES Y PROVIDENCIA,AVENIDA LIBERTADORES # 2A-21
FLORENCIA II,SUR,FLORENCIA,CAQUETA,CARRERA 13 A # 11-15 Y CALLE 13 A # 13-14
LOURDES,SANTANDERES,LOURDES,NORTE DE SANTANDER,CALLE 4 # 3-46
SAN VICENTE DEL CAGUAN II,SUR,SAN VICENTE DEL CAGUAN,CAQUETA,CARRERA 5 # 4-01/03/04
TAMINANGO,OCCIDENTE,TAMINANGO,NARIÑO,CALLE 2 # 2-32 BARRIO KENNEDY
EL DIFICIL,COSTA,EL DIFICIL-ARIGUANI,MAGDALENA,CALLE 4 # 5-120
RISARALDA,CAFETERA,RISARALDA,CALDAS,CARRERA 2 # 8-15
SAN SEBASTIAN DE BUENAVISTA,COSTA,SAN SEBASTIAN DE BUENAVISTA,MAGDALENA,CALLE 5 # 3-22
SARDINATA,SANTANDERES,SARDINATA,NORTE DE SANTANDER,CARRERA 6 # 5-27 CENTRO
CARTAGENA DEL CHAIRA,SUR,CARTAGENA DEL CHAIRA,CAQUETA,"CARRERA 2 CALLE 3 CENTRO COMERCIAL EL PALMAR LOCALES 2,19 Y 20"
GACHALA,BOGOTA,GACHALA,CUNDINAMARCA,CARRERA 4 # 6-32/36
NEIVA II,SUR,NEIVA,HUILA,CALLE 7 # 6-27
VALPARAISO,SUR,VALPARAISO,CAQUETA,CALLE 11 # 3B 23 -25 BARRIO EL CENTRO.
CASABIANCA,SUR,CASABIANCA,TOLIMA,CALLE 3 # 2-43 COSTADO  NORTE PARQUE PRINCIPAL
TAME II,BOGOTA,TAME,ARAUCA,CARRERA 15 # 15-52/64
CALDONO,OCCIDENTE,CALDONO,CAUCA,CALLE PRINCIPAL - BARRIO BOLIVAR
FUENTE DE ORO,BOGOTA,FUENTE DE ORO,META,CARRERA 14 CENTRO
SALADOBLANCO,SUR,SALADOBLANCO,HUILA,CALLE 2 # 4-28
TÁMARA,ORIENTAL,TAMARA,CASANARE,CARRERA 6 # 5-13 -  CALLE 25 # 28-40 INF.7
CALOTO,OCCIDENTE,CALOTO,CAUCA,CALLE 12 # 3-75 ALCALDIA
LA CUMBRE,OCCIDENTE,LA CUMBRE,VALLE DEL CAUCA,CALLE 2 CARRERA 5 ESQUINA
ALPUJARRA,SUR,ALPUJARRA,TOLIMA,"CARRERA 5 CALLE 5 ESQUINA - FRENTE AL PARQUE PRINCIPAL ""PALACIO MUNICIPAL"""
BARANOA,COSTA,BARANOA,ATLANTICO,CARRERA 19  # 16-52   PLAZA DE BARANOA
GUAPI,OCCIDENTE,GUAPI,CAUCA,CARRERA 2 # 5-33 Y 5-37
EL CARMEN,SANTANDERES,EL CARMEN,NORTE DE SANTANDER,CALLE 8 # 3-07
CALIMA,OCCIDENTE,CALIMA,VALLE DEL CAUCA,CALLE 11 # 6-42
ARBELAEZ,BOGOTA,ARBELAEZ,CUNDINAMARCA,CALLE 8 # 7-08/10
PUERTO RICO,BOGOTA,PUERTO RICO,META,CALLE 13 # 3-20/24
ANORÍ,ANTIOQUIA,ANORI,ANTIOQUIA,CARRERA 29 CALLE 30 PLAZA PRINCIPAL
OPORAPA,SUR,OPORAPA,HUILA,CALLE 5 # 6-80
TIBANA,ORIENTAL,TIBANA,BOYACA,CARRERA 5 CALLE 6 -45 (ESQUINA)
JARDÍN,ANTIOQUIA,JARDIN,ANTIOQUIA,CALLE 9 CON CARRERA 3 ESQUINA - PARQUE PRINCIPAL
PUERTO INIRIDA II,BOGOTA,PUERTO INIRIDA,GUAINIA,CARRERA 2A AVENIDA FUNDADORES - FRENTE AL PALACIO GUBERNAMENTAL
MITU II,BOGOTA,MITU,VAUPES,CALLE 16 # 3-78 BARRIO CENTRO
TUQUERRES,OCCIDENTE,TUQUERRES,NARIÑO,CARRERA 14 # 20-25
GUACHUCAL,OCCIDENTE,GUACHUCAL,NARIÑO,CALLE 8 # 5-37 BARRIO LIBERTAD A UNA CUADRA DEL PARQUE
ANCUYA,OCCIDENTE,ANCUYA,NARIÑO,CALLE 2 # 3-59 PALACIO MUNICIPAL
